event_id,payment_id,timestamp,amount,currency,payment_method,bank,region,status,failure_reason,latency_ms,customer_id,attempt_number
evt_0001355,pay_0001355,2026-08-04 09:43:38.115301,313.12,INR,CARD,SBI,MH,success,,2717.91,cust_004861,1
evt_0014690,pay_0014690,2026-08-04 09:44:43.365832,407.81,INR,UPI,SBI,TS,success,,1218.8,cust_002509,1
evt_0001871,pay_0001871,2026-08-04 09:46:50.603085,149.23,INR,NETBANKING,KOTAK,KA,success,,4117.82,cust_003779,1
evt_0001068,pay_0001068,2026-08-04 09:50:44.921910,1871.12,INR,NETBANKING,KOTAK,DL,success,,4523.45,cust_003286,1
evt_0001182,pay_0001182,2026-08-04 09:52:35.571380,197.65,INR,UPI,KOTAK,TN,success,,980.0,cust_003395,2
evt_0001086,pay_0001086,2026-08-04 09:54:02.906390,102.93,INR,UPI,SBI,TS,success,,1092.9,cust_003579,1
evt_0006294,pay_0006294,2026-08-04 09:55:47.538449,690.06,INR,WALLET,AXIS,TN,success,,1008.06,cust_004895,2
evt_0011569,pay_0011569,2026-08-04 09:57:08.555933,1735.05,INR,NETBANKING,AXIS,MH,success,,3237.36,cust_001982,1
evt_0018340,pay_0018340,2026-08-04 09:57:34.763783,289.51,INR,CARD,HDFC,MH,success,,3448.37,cust_002349,1
evt_0016950,pay_0016950,2026-08-04 10:00:42.805536,3534.72,INR,CARD,SBI,TN,success,,946.73,cust_003261,2
evt_0008610,pay_0008610,2026-08-04 10:02:16.975062,1277.47,INR,CARD,ICICI,KA,success,,3091.3,cust_002987,1
evt_0017081,pay_0017081,2026-08-04 10:03:32.844874,1080.6,INR,WALLET,ICICI,TN,success,,819.28,cust_001231,1
evt_0017070,pay_0017070,2026-08-04 10:03:44.266125,175.23,INR,NETBANKING,SBI,AP,failed,network_error,4796.53,cust_005372,1
evt_0008888,pay_0008888,2026-08-04 10:04:03.550439,1712.12,INR,NETBANKING,AXIS,DL,success,,7540.74,cust_002813,2
evt_0006417,pay_0006417,2026-08-04 10:05:05.937919,272.23,INR,CARD,AXIS,TN,success,,4478.29,cust_000132,3
evt_0019425,pay_0019425,2026-08-04 10:06:06.368272,443.01,INR,NETBANKING,KOTAK,TN,success,,6048.35,cust_000568,1
evt_0013729,pay_0013729,2026-08-04 10:06:55.531369,592.86,INR,WALLET,KOTAK,MH,success,,856.28,cust_002230,1
evt_0013870,pay_0013870,2026-08-04 10:09:42.948200,8676.38,INR,NETBANKING,KOTAK,DL,success,,3061.94,cust_003107,1
evt_0002703,pay_0002703,2026-08-04 10:09:58.301106,1361.37,INR,CARD,ICICI,AP,success,,2860.19,cust_004527,1
evt_0013509,pay_0013509,2026-08-04 10:13:26.255238,150.14,INR,CARD,SBI,DL,success,,2834.97,cust_000775,1
evt_0007353,pay_0007353,2026-08-04 10:13:47.460343,702.94,INR,NETBANKING,ICICI,MH,success,,1544.7,cust_000357,1
evt_0016688,pay_0016688,2026-08-04 10:15:00.284570,322.28,INR,NETBANKING,HDFC,TN,success,,1622.4,cust_002122,1
evt_0017349,pay_0017349,2026-08-04 10:15:12.302076,226.71,INR,UPI,SBI,KA,success,,454.3,cust_000330,1
evt_0016325,pay_0016325,2026-08-04 10:18:53.969117,31.57,INR,NETBANKING,AXIS,TN,success,,3047.74,cust_005324,1
evt_0008527,pay_0008527,2026-08-04 10:19:04.427405,2548.85,INR,NETBANKING,KOTAK,TS,success,,2804.07,cust_000601,1
evt_0006550,pay_0006550,2026-08-04 10:19:28.049933,204.66,INR,CARD,AXIS,KA,failed,bank_declined,3217.19,cust_001935,1
evt_0012387,pay_0012387,2026-08-04 10:24:36.210478,1870.3,INR,UPI,AXIS,AP,success,,1214.04,cust_002012,1
evt_0006607,pay_0006607,2026-08-04 10:25:46.079024,623.56,INR,UPI,AXIS,KA,success,,1443.07,cust_005060,1
evt_0006287,pay_0006287,2026-08-04 10:27:00.011662,32.94,INR,CARD,SBI,DL,success,,2140.52,cust_005419,1
evt_0008627,pay_0008627,2026-08-04 10:27:44.572672,3220.14,INR,UPI,ICICI,KA,success,,1506.39,cust_001505,1
evt_0005148,pay_0005148,2026-08-04 10:28:14.216190,91.2,INR,WALLET,ICICI,KA,success,,775.94,cust_005954,1
evt_0000055,pay_0000055,2026-08-04 10:29:10.956536,600.19,INR,UPI,SBI,TN,success,,1030.54,cust_003806,1
evt_0012632,pay_0012632,2026-08-04 10:29:26.507007,96.75,INR,CARD,AXIS,TN,success,,2458.4,cust_000673,1
evt_0010972,pay_0010972,2026-08-04 10:29:42.722501,564.0,INR,UPI,HDFC,KA,success,,1106.6,cust_005466,2
evt_0004626,pay_0004626,2026-08-04 10:29:51.438712,1102.01,INR,WALLET,ICICI,MH,success,,1125.52,cust_003025,1
evt_0011516,pay_0011516,2026-08-04 10:30:27.512711,490.26,INR,CARD,ICICI,MH,success,,2356.6,cust_005445,1
evt_0004463,pay_0004463,2026-08-04 10:31:55.852681,185.06,INR,NETBANKING,AXIS,DL,success,,6455.91,cust_000344,1
evt_0010805,pay_0010805,2026-08-04 10:32:09.581111,1548.87,INR,CARD,ICICI,MH,success,,2869.94,cust_002779,2
evt_0009909,pay_0009909,2026-08-04 10:33:05.784430,368.67,INR,WALLET,ICICI,TS,success,,1125.37,cust_005015,1
evt_0014941,pay_0014941,2026-08-04 10:33:49.920709,207.15,INR,UPI,HDFC,DL,success,,1096.54,cust_001658,1
evt_0015415,pay_0015415,2026-08-04 10:37:32.735393,79.59,INR,NETBANKING,ICICI,MH,success,,5117.02,cust_001827,1
evt_0018847,pay_0018847,2026-08-04 10:38:52.219886,66.25,INR,NETBANKING,ICICI,DL,success,,4565.84,cust_003556,1
evt_0008573,pay_0008573,2026-08-04 10:40:20.792738,58.48,INR,CARD,AXIS,TN,failed,insufficient_funds,2830.91,cust_003487,1
evt_0008655,pay_0008655,2026-08-04 10:40:21.524403,194.77,INR,WALLET,KOTAK,DL,failed,timeout,2243.78,cust_005650,2
evt_0004610,pay_0004610,2026-08-04 10:41:52.937469,2083.45,INR,NETBANKING,AXIS,DL,success,,3269.31,cust_004163,1
evt_0010914,pay_0010914,2026-08-04 10:42:18.953656,1021.99,INR,UPI,SBI,MH,success,,1313.33,cust_005922,1
evt_0005055,pay_0005055,2026-08-04 10:42:39.485543,285.4,INR,WALLET,ICICI,TS,success,,969.6,cust_005513,3
evt_0007087,pay_0007087,2026-08-04 10:42:47.826831,296.66,INR,NETBANKING,SBI,TN,failed,technical_error,5890.28,cust_005326,1
evt_0018320,pay_0018320,2026-08-04 10:43:01.444144,5957.68,INR,UPI,HDFC,DL,success,,1614.88,cust_001846,1
evt_0003852,pay_0003852,2026-08-04 10:44:26.241127,624.37,INR,UPI,AXIS,TS,success,,933.44,cust_001851,1
evt_0018277,pay_0018277,2026-08-04 10:44:29.722381,350.0,INR,UPI,KOTAK,AP,success,,873.22,cust_004228,1
evt_0016530,pay_0016530,2026-08-04 10:46:41.753148,436.34,INR,NETBANKING,AXIS,TS,success,,4310.33,cust_005734,1
evt_0004414,pay_0004414,2026-08-04 10:46:58.579520,45.87,INR,CARD,AXIS,AP,success,,1267.87,cust_004184,1
evt_0006461,pay_0006461,2026-08-04 10:47:08.439489,729.76,INR,CARD,SBI,TS,success,,1749.85,cust_002458,1
evt_0014523,pay_0014523,2026-08-04 10:49:20.003482,2346.47,INR,UPI,ICICI,DL,success,,1096.01,cust_003518,1
evt_0008523,pay_0008523,2026-08-04 10:50:06.398954,416.32,INR,UPI,HDFC,AP,success,,1327.04,cust_001075,1
evt_0011027,pay_0011027,2026-08-04 10:53:54.861900,173.95,INR,NETBANKING,HDFC,TN,success,,4421.68,cust_003700,2
evt_0007996,pay_0007996,2026-08-04 10:54:41.045073,339.99,INR,NETBANKING,SBI,MH,success,,1744.02,cust_004390,1
evt_0014280,pay_0014280,2026-08-04 10:56:03.037175,527.28,INR,CARD,KOTAK,MH,success,,2308.69,cust_005098,1
evt_0012913,pay_0012913,2026-08-04 10:56:16.897934,538.59,INR,WALLET,ICICI,TN,success,,1299.76,cust_004666,1
evt_0016455,pay_0016455,2026-08-04 10:56:38.145602,613.13,INR,UPI,ICICI,DL,success,,1120.97,cust_000179,1
evt_0006725,pay_0006725,2026-08-04 10:56:42.684397,348.08,INR,WALLET,KOTAK,DL,success,,1176.95,cust_004477,1
evt_0005223,pay_0005223,2026-08-04 10:57:20.531981,167.47,INR,WALLET,HDFC,DL,success,,1202.83,cust_000546,3
evt_0003421,pay_0003421,2026-08-04 10:57:33.308793,826.34,INR,WALLET,AXIS,TN,success,,1325.63,cust_003524,1
evt_0015078,pay_0015078,2026-08-04 10:57:44.758988,1715.15,INR,WALLET,ICICI,MH,success,,868.13,cust_002818,1
evt_0010961,pay_0010961,2026-08-04 10:58:21.857604,229.0,INR,WALLET,KOTAK,AP,success,,1224.97,cust_003657,1
evt_0012732,pay_0012732,2026-08-04 10:58:55.985106,578.77,INR,WALLET,SBI,AP,success,,1353.86,cust_005382,1
evt_0010035,pay_0010035,2026-08-04 10:58:59.523684,273.27,INR,UPI,SBI,AP,success,,1600.46,cust_002507,3
evt_0015278,pay_0015278,2026-08-04 10:59:40.705562,205.8,INR,WALLET,SBI,KA,success,,1022.58,cust_000528,2
evt_0013373,pay_0013373,2026-08-04 11:01:02.226672,299.97,INR,UPI,KOTAK,MH,success,,1056.89,cust_005275,1
evt_0011603,pay_0011603,2026-08-04 11:01:12.724608,2950.22,INR,WALLET,AXIS,TS,success,,1000.63,cust_004651,1
evt_0017417,pay_0017417,2026-08-04 11:04:20.366485,77.62,INR,NETBANKING,ICICI,DL,success,,3974.29,cust_001007,1
evt_0000043,pay_0000043,2026-08-04 11:04:21.186492,271.48,INR,NETBANKING,KOTAK,TN,success,,4171.84,cust_002249,1
evt_0010412,pay_0010412,2026-08-04 11:05:05.396054,675.4,INR,UPI,KOTAK,TS,success,,1029.78,cust_000348,1
evt_0013146,pay_0013146,2026-08-04 11:05:27.000448,2094.71,INR,WALLET,AXIS,TS,success,,1046.81,cust_002508,2
evt_0001030,pay_0001030,2026-08-04 11:05:44.650430,415.18,INR,NETBANKING,HDFC,TN,success,,6288.2,cust_001074,1
evt_0013493,pay_0013493,2026-08-04 11:06:10.074623,508.14,INR,CARD,KOTAK,TN,success,,1671.1,cust_002122,1
evt_0010549,pay_0010549,2026-08-04 11:08:45.603943,731.76,INR,CARD,KOTAK,TN,failed,authentication_failed,1368.27,cust_004980,1
evt_0009386,pay_0009386,2026-08-04 11:09:12.814218,524.46,INR,UPI,HDFC,MH,success,,1260.86,cust_003140,2
evt_0011273,pay_0011273,2026-08-04 11:09:24.545116,2841.71,INR,CARD,SBI,MH,success,,1858.46,cust_001775,1
evt_0004398,pay_0004398,2026-08-04 11:12:15.349756,571.58,INR,WALLET,HDFC,MH,success,,1101.13,cust_002439,1
evt_0008415,pay_0008415,2026-08-04 11:14:37.566776,215.57,INR,CARD,AXIS,AP,success,,3950.58,cust_002750,2
evt_0018353,pay_0018353,2026-08-04 11:15:12.636485,300.21,INR,UPI,HDFC,AP,success,,917.87,cust_000352,1
evt_0018941,pay_0018941,2026-08-04 11:17:05.417341,78.57,INR,UPI,AXIS,TS,failed,bank_declined,1865.09,cust_002482,1
evt_0017252,pay_0017252,2026-08-04 11:17:43.998045,55.07,INR,NETBANKING,HDFC,TS,success,,3916.48,cust_005361,1
evt_0013228,pay_0013228,2026-08-04 11:17:52.980174,560.85,INR,UPI,KOTAK,TN,success,,882.51,cust_001489,1
evt_0011333,pay_0011333,2026-08-04 11:18:21.758594,694.96,INR,UPI,HDFC,MH,success,,1107.74,cust_004978,1
evt_0013198,pay_0013198,2026-08-04 11:18:27.823440,104.83,INR,WALLET,HDFC,MH,success,,659.18,cust_003622,1
evt_0012180,pay_0012180,2026-08-04 11:19:08.970048,437.53,INR,WALLET,AXIS,DL,success,,779.0,cust_001130,1
evt_0006162,pay_0006162,2026-08-04 11:19:30.523877,441.46,INR,NETBANKING,AXIS,TN,success,,6416.01,cust_002992,1
evt_0005121,pay_0005121,2026-08-04 11:20:05.067471,1845.44,INR,CARD,ICICI,DL,success,,3113.29,cust_001004,1
evt_0011473,pay_0011473,2026-08-04 11:21:42.260561,225.24,INR,WALLET,SBI,MH,success,,871.85,cust_001100,1
evt_0005027,pay_0005027,2026-08-04 11:21:46.772187,3408.16,INR,CARD,SBI,TS,success,,1968.08,cust_005431,1
evt_0011186,pay_0011186,2026-08-04 11:21:54.668324,1401.0,INR,NETBANKING,KOTAK,TS,success,,6045.1,cust_002763,1
evt_0001576,pay_0001576,2026-08-04 11:21:55.691636,459.17,INR,WALLET,SBI,AP,success,,785.81,cust_005660,2
evt_0013689,pay_0013689,2026-08-04 11:22:15.936321,155.02,INR,WALLET,SBI,MH,success,,1059.33,cust_001578,1
evt_0000255,pay_0000255,2026-08-04 11:23:02.836084,431.94,INR,NETBANKING,HDFC,AP,success,,6163.64,cust_001683,2
evt_0003945,pay_0003945,2026-08-04 11:23:10.018397,2706.35,INR,CARD,KOTAK,TS,success,,1233.02,cust_000616,1
evt_0018495,pay_0018495,2026-08-04 11:24:24.264217,347.69,INR,UPI,ICICI,DL,success,,697.65,cust_001704,1
evt_0005402,pay_0005402,2026-08-04 11:24:27.891548,242.89,INR,NETBANKING,ICICI,MH,success,,3828.69,cust_002546,1
evt_0004670,pay_0004670,2026-08-04 11:24:43.256252,243.92,INR,UPI,ICICI,DL,success,,1648.71,cust_001221,2
evt_0005685,pay_0005685,2026-08-04 11:26:12.992472,2601.03,INR,WALLET,AXIS,TN,success,,1537.11,cust_001750,1
evt_0017344,pay_0017344,2026-08-04 11:26:52.364235,1093.48,INR,WALLET,SBI,MH,success,,845.46,cust_002357,1
evt_0010303,pay_0010303,2026-08-04 11:27:14.684968,2340.04,INR,CARD,AXIS,DL,success,,2860.03,cust_005111,1
evt_0016231,pay_0016231,2026-08-04 11:28:57.529620,239.25,INR,NETBANKING,SBI,KA,success,,3318.63,cust_004671,2
evt_0003319,pay_0003319,2026-08-04 11:28:59.576181,148.82,INR,CARD,SBI,AP,success,,3547.15,cust_005546,1
evt_0012257,pay_0012257,2026-08-04 11:29:16.160256,1688.21,INR,NETBANKING,HDFC,AP,success,,4794.41,cust_005941,1
evt_0019178,pay_0019178,2026-08-04 11:29:23.688925,192.95,INR,WALLET,SBI,DL,success,,1172.19,cust_001627,1
evt_0012488,pay_0012488,2026-08-04 11:29:48.662678,4249.1,INR,NETBANKING,ICICI,MH,success,,3015.04,cust_000457,1
evt_0007617,pay_0007617,2026-08-04 11:31:19.730761,413.33,INR,NETBANKING,AXIS,AP,success,,4721.3,cust_003833,1
evt_0001578,pay_0001578,2026-08-04 11:32:52.993953,414.07,INR,NETBANKING,KOTAK,TN,success,,4728.26,cust_003711,1
evt_0013841,pay_0013841,2026-08-04 11:33:56.951354,577.89,INR,CARD,ICICI,TN,success,,2403.25,cust_001677,1
evt_0004664,pay_0004664,2026-08-04 11:33:57.557438,605.43,INR,WALLET,HDFC,KA,success,,690.46,cust_005182,1
evt_0008099,pay_0008099,2026-08-04 11:33:59.220309,320.65,INR,CARD,ICICI,DL,success,,2713.69,cust_001415,1
evt_0001395,pay_0001395,2026-08-04 11:35:24.448063,106.3,INR,UPI,ICICI,MH,failed,timeout,2438.21,cust_005990,1
evt_0003217,pay_0003217,2026-08-04 11:43:13.722340,1153.71,INR,UPI,KOTAK,DL,success,,1186.02,cust_004144,1
evt_0018285,pay_0018285,2026-08-04 11:44:01.562736,134.18,INR,NETBANKING,SBI,AP,success,,4931.4,cust_002335,1
evt_0009799,pay_0009799,2026-08-04 11:44:49.493120,632.85,INR,NETBANKING,HDFC,TN,success,,7771.02,cust_003654,1
evt_0003781,pay_0003781,2026-08-04 11:46:56.376337,310.85,INR,CARD,AXIS,KA,success,,2238.21,cust_001474,4
evt_0011820,pay_0011820,2026-08-04 11:47:09.637355,814.07,INR,UPI,ICICI,TN,success,,1340.38,cust_002291,1
evt_0004499,pay_0004499,2026-08-04 11:48:28.120575,335.87,INR,UPI,HDFC,KA,success,,1633.81,cust_004974,1
evt_0014702,pay_0014702,2026-08-04 11:49:31.064884,123.39,INR,WALLET,ICICI,MH,success,,1342.46,cust_001108,1
evt_0004221,pay_0004221,2026-08-04 11:52:11.317036,1330.87,INR,NETBANKING,AXIS,DL,success,,3242.69,cust_005226,1
evt_0006952,pay_0006952,2026-08-04 11:52:33.095837,743.16,INR,CARD,SBI,MH,success,,1969.91,cust_005022,1
evt_0004128,pay_0004128,2026-08-04 11:53:31.251679,401.01,INR,WALLET,KOTAK,KA,failed,authentication_failed,902.13,cust_004278,1
evt_0006790,pay_0006790,2026-08-04 11:55:07.691768,1263.3,INR,NETBANKING,ICICI,MH,success,,3622.2,cust_005904,1
evt_0010943,pay_0010943,2026-08-04 11:57:15.955043,184.18,INR,WALLET,HDFC,KA,failed,technical_error,1378.1,cust_000224,1
evt_0000740,pay_0000740,2026-08-04 12:00:28.598509,297.24,INR,NETBANKING,ICICI,AP,success,,3113.17,cust_001129,1
evt_0002711,pay_0002711,2026-08-04 12:02:18.043139,27.39,INR,UPI,HDFC,TN,success,,1132.8,cust_004669,1
evt_0017062,pay_0017062,2026-08-04 12:02:30.753764,121.25,INR,CARD,KOTAK,KA,success,,2770.41,cust_002818,2
evt_0014090,pay_0014090,2026-08-04 12:04:15.796748,729.12,INR,WALLET,KOTAK,KA,success,,1010.38,cust_003596,1
evt_0003409,pay_0003409,2026-08-04 12:04:27.099768,370.95,INR,CARD,AXIS,DL,success,,2702.51,cust_000007,1
evt_0018095,pay_0018095,2026-08-04 12:09:51.702947,356.45,INR,WALLET,AXIS,TN,success,,1159.12,cust_002081,1
evt_0007639,pay_0007639,2026-08-04 12:10:14.019623,253.98,INR,CARD,ICICI,TS,success,,2323.51,cust_005878,1
evt_0014117,pay_0014117,2026-08-04 12:10:22.121794,608.81,INR,NETBANKING,KOTAK,TN,failed,technical_error,5711.79,cust_000976,1
evt_0005618,pay_0005618,2026-08-04 12:11:08.987662,387.12,INR,UPI,ICICI,TN,failed,authentication_failed,1692.06,cust_000931,1
evt_0015654,pay_0015654,2026-08-04 12:11:48.079656,277.3,INR,NETBANKING,KOTAK,DL,success,,4440.19,cust_002896,1
evt_0000089,pay_0000089,2026-08-04 12:12:38.177333,300.79,INR,CARD,HDFC,AP,failed,insufficient_funds,2946.01,cust_002530,1
evt_0007551,pay_0007551,2026-08-04 12:13:36.714704,226.37,INR,CARD,AXIS,MH,failed,insufficient_funds,2272.27,cust_005672,3
evt_0016142,pay_0016142,2026-08-04 12:16:36.233975,628.9,INR,NETBANKING,AXIS,AP,success,,3348.42,cust_004660,1
evt_0005192,pay_0005192,2026-08-04 12:16:51.955633,273.1,INR,CARD,KOTAK,KA,success,,2264.04,cust_005008,2
evt_0018796,pay_0018796,2026-08-04 12:17:09.715354,80.16,INR,UPI,SBI,MH,success,,508.8,cust_001985,1
evt_0018052,pay_0018052,2026-08-04 12:19:45.260942,429.52,INR,WALLET,ICICI,DL,success,,1024.94,cust_005480,3
evt_0016859,pay_0016859,2026-08-04 12:25:27.752956,1062.22,INR,UPI,HDFC,AP,failed,bank_declined,1916.56,cust_004321,2
evt_0012640,pay_0012640,2026-08-04 12:25:31.540804,240.82,INR,UPI,HDFC,TS,failed,bank_declined,784.21,cust_002199,1
evt_0003261,pay_0003261,2026-08-04 12:28:48.329651,28.06,INR,WALLET,SBI,MH,success,,904.87,cust_002376,1
evt_0002108,pay_0002108,2026-08-04 12:29:47.583450,917.75,INR,UPI,HDFC,MH,success,,838.63,cust_003579,1
evt_0013572,pay_0013572,2026-08-04 12:30:15.551785,907.75,INR,NETBANKING,SBI,MH,success,,3189.13,cust_000763,1
evt_0018399,pay_0018399,2026-08-04 12:31:29.825657,353.17,INR,WALLET,HDFC,MH,success,,1099.61,cust_002684,1
evt_0010103,pay_0010103,2026-08-04 12:32:43.671264,903.65,INR,UPI,SBI,DL,success,,1003.44,cust_000778,1
evt_0001244,pay_0001244,2026-08-04 12:33:37.821083,940.6,INR,CARD,HDFC,KA,success,,3111.57,cust_002819,1
evt_0003327,pay_0003327,2026-08-04 12:33:46.485246,350.69,INR,WALLET,SBI,MH,success,,780.0,cust_004105,1
evt_0019111,pay_0019111,2026-08-04 12:34:56.407261,435.14,INR,CARD,SBI,AP,success,,1811.61,cust_005368,1
evt_0005912,pay_0005912,2026-08-04 12:35:46.913617,4335.34,INR,UPI,AXIS,TN,failed,bank_declined,1346.56,cust_002110,1
evt_0000625,pay_0000625,2026-08-04 12:36:27.027494,185.86,INR,UPI,ICICI,TS,success,,947.94,cust_002567,1
evt_0004645,pay_0004645,2026-08-04 12:36:56.786198,238.86,INR,CARD,AXIS,MH,success,,2732.81,cust_001599,1
evt_0008605,pay_0008605,2026-08-04 12:37:02.970816,1068.1,INR,CARD,HDFC,KA,success,,3384.8,cust_002815,2
evt_0016655,pay_0016655,2026-08-04 12:37:09.356057,475.31,INR,UPI,ICICI,TN,failed,timeout,3272.99,cust_001497,2
evt_0007798,pay_0007798,2026-08-04 12:37:44.173274,389.6,INR,WALLET,KOTAK,KA,success,,1145.17,cust_000958,1
evt_0019490,pay_0019490,2026-08-04 12:38:44.619701,150.89,INR,CARD,AXIS,MH,success,,1694.38,cust_001201,1
evt_0010753,pay_0010753,2026-08-04 12:39:18.188429,227.67,INR,NETBANKING,KOTAK,MH,success,,2498.87,cust_004689,1
evt_0006319,pay_0006319,2026-08-04 12:41:04.833968,143.75,INR,WALLET,SBI,MH,failed,technical_error,1585.73,cust_004878,1
evt_0002774,pay_0002774,2026-08-04 12:41:43.835818,344.41,INR,WALLET,ICICI,KA,success,,982.74,cust_000643,1
evt_0000891,pay_0000891,2026-08-04 12:41:45.430562,344.47,INR,CARD,HDFC,MH,success,,1767.06,cust_003318,1
evt_0015956,pay_0015956,2026-08-04 12:41:48.869766,4302.88,INR,NETBANKING,HDFC,KA,success,,3335.71,cust_005639,1
evt_0013281,pay_0013281,2026-08-04 12:42:28.846707,152.0,INR,UPI,ICICI,MH,success,,1083.56,cust_002011,1
evt_0018874,pay_0018874,2026-08-04 12:43:53.785285,2163.21,INR,UPI,HDFC,AP,success,,1422.18,cust_001914,1
evt_0015469,pay_0015469,2026-08-04 12:44:10.394749,69.31,INR,CARD,HDFC,MH,success,,2004.08,cust_001658,1
evt_0009703,pay_0009703,2026-08-04 12:44:33.216778,108.43,INR,NETBANKING,SBI,DL,success,,2281.35,cust_005085,1
evt_0011037,pay_0011037,2026-08-04 12:44:58.336727,97.44,INR,CARD,KOTAK,DL,success,,1236.64,cust_000437,1
evt_0018467,pay_0018467,2026-08-04 12:45:31.350050,274.88,INR,CARD,AXIS,TS,success,,3097.23,cust_002558,1
evt_0016594,pay_0016594,2026-08-04 12:45:59.803585,258.49,INR,UPI,KOTAK,AP,success,,817.21,cust_001703,1
evt_0019701,pay_0019701,2026-08-04 12:46:34.493289,2803.32,INR,WALLET,AXIS,DL,success,,879.49,cust_004751,1
evt_0016957,pay_0016957,2026-08-04 12:47:46.508710,10865.39,INR,UPI,SBI,KA,success,,634.14,cust_004026,1
evt_0002672,pay_0002672,2026-08-04 12:47:57.007482,430.79,INR,UPI,ICICI,KA,success,,1664.32,cust_000009,2
evt_0015727,pay_0015727,2026-08-04 12:48:15.527722,405.97,INR,CARD,KOTAK,MH,success,,2631.21,cust_005049,3
evt_0014657,pay_0014657,2026-08-04 12:49:08.496549,1540.67,INR,UPI,ICICI,AP,failed,timeout,2689.61,cust_004041,1
evt_0006046,pay_0006046,2026-08-04 12:50:04.830030,169.1,INR,CARD,ICICI,AP,failed,bank_declined,2442.39,cust_000339,1
evt_0019075,pay_0019075,2026-08-04 12:50:14.717095,196.42,INR,CARD,SBI,TS,success,,2624.08,cust_002900,1
evt_0003981,pay_0003981,2026-08-04 12:50:49.891858,290.46,INR,CARD,AXIS,KA,success,,2909.99,cust_004768,1
evt_0001317,pay_0001317,2026-08-04 12:51:07.175794,888.98,INR,WALLET,KOTAK,TN,success,,1171.36,cust_001547,1
evt_0014954,pay_0014954,2026-08-04 12:51:57.573778,145.4,INR,CARD,ICICI,DL,success,,2437.63,cust_000862,1
evt_0006883,pay_0006883,2026-08-04 12:52:45.446609,159.65,INR,UPI,ICICI,DL,success,,1464.31,cust_003737,1
evt_0002690,pay_0002690,2026-08-04 12:55:21.724840,334.25,INR,CARD,KOTAK,TN,success,,3362.99,cust_001403,1
evt_0014032,pay_0014032,2026-08-04 12:56:23.772180,613.41,INR,UPI,SBI,TS,success,,1183.19,cust_001335,1
evt_0018945,pay_0018945,2026-08-04 12:57:28.799025,1026.83,INR,NETBANKING,SBI,DL,success,,5119.59,cust_002531,1
evt_0002839,pay_0002839,2026-08-04 13:01:42.958110,1558.52,INR,UPI,SBI,TN,success,,1588.72,cust_000923,1
evt_0016305,pay_0016305,2026-08-04 13:01:46.617687,244.98,INR,UPI,KOTAK,TN,success,,1387.84,cust_000678,1
evt_0008981,pay_0008981,2026-08-04 13:01:48.658721,107.67,INR,UPI,AXIS,DL,success,,1033.86,cust_003378,1
evt_0017646,pay_0017646,2026-08-04 13:02:14.481742,158.54,INR,NETBANKING,KOTAK,AP,success,,3700.43,cust_003738,1
evt_0003110,pay_0003110,2026-08-04 13:02:21.105632,235.7,INR,UPI,KOTAK,AP,success,,1196.92,cust_002750,3
evt_0014226,pay_0014226,2026-08-04 13:02:49.351784,2012.93,INR,WALLET,HDFC,MH,success,,1184.2,cust_004540,2
evt_0003122,pay_0003122,2026-08-04 13:03:15.715143,1242.71,INR,CARD,KOTAK,TN,success,,2638.59,cust_000322,1
evt_0011291,pay_0011291,2026-08-04 13:03:48.984862,165.43,INR,CARD,SBI,TS,success,,2464.39,cust_000518,1
evt_0011717,pay_0011717,2026-08-04 13:07:02.816717,804.88,INR,UPI,KOTAK,DL,success,,1415.26,cust_003755,1
evt_0019576,pay_0019576,2026-08-04 13:08:47.553551,1695.21,INR,CARD,KOTAK,AP,success,,2511.23,cust_003101,1
evt_0007684,pay_0007684,2026-08-04 13:08:48.847435,476.34,INR,NETBANKING,HDFC,TN,success,,4206.75,cust_004301,1
evt_0016795,pay_0016795,2026-08-04 13:09:01.449940,658.89,INR,WALLET,KOTAK,KA,success,,955.96,cust_002160,1
evt_0004902,pay_0004902,2026-08-04 13:09:50.876557,558.93,INR,WALLET,HDFC,KA,success,,1317.36,cust_002866,1
evt_0017482,pay_0017482,2026-08-04 13:10:33.656795,423.59,INR,WALLET,HDFC,TN,success,,899.44,cust_002998,1
evt_0003586,pay_0003586,2026-08-04 13:13:21.393624,3550.5,INR,WALLET,HDFC,TS,failed,technical_error,1381.61,cust_004353,1
evt_0007466,pay_0007466,2026-08-04 13:15:57.204194,2616.44,INR,CARD,HDFC,TS,success,,3615.49,cust_004251,1
evt_0006382,pay_0006382,2026-08-04 13:19:51.150996,140.53,INR,WALLET,KOTAK,MH,success,,936.63,cust_002515,1
evt_0004907,pay_0004907,2026-08-04 13:20:57.132182,87.7,INR,NETBANKING,SBI,DL,success,,256.13,cust_003980,1
evt_0012868,pay_0012868,2026-08-04 13:21:56.735466,575.02,INR,WALLET,HDFC,TS,success,,1218.58,cust_001011,1
evt_0017345,pay_0017345,2026-08-04 13:22:00.464101,375.74,INR,UPI,ICICI,MH,success,,987.62,cust_004044,1
evt_0012552,pay_0012552,2026-08-04 13:22:10.126797,75.05,INR,UPI,SBI,TS,success,,804.96,cust_001080,1
evt_0001371,pay_0001371,2026-08-04 13:23:30.060149,1898.38,INR,NETBANKING,HDFC,TS,success,,7008.24,cust_001816,1
evt_0007392,pay_0007392,2026-08-04 13:23:48.364134,73.2,INR,WALLET,HDFC,DL,success,,775.38,cust_003676,1
